"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2015', 'Quantity')","('Jun 2015', 'CIF (Baht)')","('Jan - Jun 2015', 'Quantity')","('Jan - Jun 2015', 'CIF (Baht)')"
AU,AUSTRALIA,100,35130,100,35130
AT,AUSTRIA,0,0,1,8200
BE,BELGIUM,157500,10691601,643112,48339683
BR,BRAZIL,0,0,1075,159347
CA,CANADA,0,0,17000,1336500
CN,CHINA,36159,2047950,191820,11717923
FR,FRANCE,0,0,7,4115
DE,GERMANY,205,90518,230,95775
ID,INDONESIA,0,0,20,6484
IT,ITALY,13750,1847933,24750,3602661
JP,JAPAN,200836,13851922,1164373,72041019
KR,"KOREA,REPUBLIC OF",64523,3542736,1742285,84570770
MY,MALAYSIA,242740,9201111,904372,37708085
SA,SAUDI ARABIA,24750,1254769,24750,1254769
SG,SINGAPORE,0,0,68400,3235453
ES,SPAIN,0,0,141,52616
TW,"TAIWAN, PROVINCE OF CHINA",693,50817,487585,29746964
GB,UNITED KINGDOM,0,0,300,177997
US,UNITED STATES,53350,5718177,197814,22262589
VN,VIETNAM,83510,1532137,309800,4919469
SUM,SUM,878116,49864801,5777935,321275549
