"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2018', 'Quantity')","('Apr 2018', 'CIF (Baht)')","('Jan - Apr 2018', 'Quantity')","('Jan - Apr 2018', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,593020,22567312
AT,AUSTRIA,1375,101900,1375,101900
BE,BELGIUM,209000,11591250,371000,20103090
CN,CHINA,243771,17702670,857071,55179990
FI,FINLAND,0,0,104500,6402596
DE,GERMANY,0,0,26260,673926
IN,INDIA,1500,157731,3520,383270
IL,ISRAEL,13800,905330,38000,2592042
IT,ITALY,0,0,47,20257
JP,JAPAN,494590,31498022,1575548,91770245
KR,"KOREA,REPUBLIC OF",449525,21768352,2041300,94046829
MY,MALAYSIA,75326,8929043,295769,37318714
SA,SAUDI ARABIA,272250,10977387,1288250,51457579
SG,SINGAPORE,32640,2184913,714240,35994486
ZA,SOUTH AFRICA,0,0,10,4603
TW,"TAIWAN, PROVINCE OF CHINA",48000,2395632,198200,9678435
TH,THAILAND,0,0,50,8542
AE,UNITED ARAB EMIRATES,800,38672,800,38672
US,UNITED STATES,33611,2799854,96318,8268269
SUM,SUM,1876188,111050756,8205278,436610757
