"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2022', 'Quantity')","('Nov 2022', 'CIF (Baht)')","('Jan - Nov 2022', 'Quantity')","('Jan - Nov 2022', 'CIF (Baht)')"
BE,BELGIUM,0,0,11350,1344799
CN,CHINA,144895,10882430,1066545,81500778
JP,JAPAN,167000,15483060,962300,83190528
KR,"KOREA,REPUBLIC OF",339000,30061178,3770500,298605808
MY,MALAYSIA,0,0,500,25076
AE,UNITED ARAB EMIRATES,0,0,327950,25260625
GB,UNITED KINGDOM,0,0,43050,4061235
US,UNITED STATES,80056,6888945,4297732,320404939
VN,VIETNAM,88875,5205443,231773,14146366
SUM,SUM,819826,68521056,10711700,828540154
