"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2022', 'Quantity')","('Apr 2022', 'CIF (Baht)')","('Jan - Apr 2022', 'Quantity')","('Jan - Apr 2022', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,88675,7496260
BE,BELGIUM,99000,6166880,251875,15096138
BR,BRAZIL,11000,1214857,11375,1275580
CA,CANADA,336180,15001401,772370,34032379
CN,CHINA,34170,1000657,64015,2589761
HK,HONG KONG,51000,2260666,51000,2260666
IN,INDIA,0,0,3000,578063
ID,INDONESIA,195750,9626822,2035225,93882136
IL,ISRAEL,0,0,23,15436
JP,JAPAN,170106,11590046,406753,31924768
KR,"KOREA,REPUBLIC OF",340300,17865264,577750,32508651
KW,KUWAIT,49500,2208410,470250,19678475
MY,MALAYSIA,153750,8385878,410397,20993862
NL,NETHERLANDS,124750,7537571,224755,13198562
OM,OMAN,321750,13463388,643500,26531081
PH,PHILIPPINES,0,0,5,706
QA,QATAR,484500,21333446,1224000,52050291
SA,SAUDI ARABIA,3555600,160151878,11688400,513000626
SG,SINGAPORE,482750,25067399,2116225,102704467
TW,"TAIWAN, PROVINCE OF CHINA",2033,1758249,2173,1814852
TH,THAILAND,70000,3271158,105000,4969644
AE,UNITED ARAB EMIRATES,594000,30029170,2178000,105701103
US,UNITED STATES,416824,21909314,2416622,129502209
VN,VIETNAM,0,0,2050,129885
SUM,SUM,7492963,359842454,25743438,1211935601
