"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2017', 'Quantity')","('Jul 2017', 'CIF (Baht)')","('Jan - Jul 2017', 'Quantity')","('Jan - Jul 2017', 'CIF (Baht)')"
BE,BELGIUM,128800,8491492,829926,54148659
CA,CANADA,0,0,116720,7096190
CN,CHINA,96277,6293793,599421,34829547
DE,GERMANY,56,32874,20140,1768679
HK,HONG KONG,0,0,9,1875
IN,INDIA,0,0,2000,137845
IT,ITALY,0,0,51220,6664180
JP,JAPAN,92823,6600856,942637,66892220
KR,"KOREA,REPUBLIC OF",497000,25391009,2825196,153802865
LA,LAO PDR,0,0,4,11613
MY,MALAYSIA,110641,5056522,873451,37368169
MX,MEXICO,6577,1212883,6577,1212883
SA,SAUDI ARABIA,74250,3194126,1039500,50813293
SG,SINGAPORE,69440,2026048,143655,6417924
TW,"TAIWAN, PROVINCE OF CHINA",136000,9343409,751337,47096824
GB,UNITED KINGDOM,0,0,604,454051
US,UNITED STATES,20250,1288950,785270,43387375
VN,VIETNAM,1200,90134,212730,3072730
SUM,SUM,1233314,69022096,9200397,515176922
