"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2021', 'Quantity')","('Oct 2021', 'CIF (Baht)')","('Jan - Oct 2021', 'Quantity')","('Jan - Oct 2021', 'CIF (Baht)')"
BD,BANGLADESH,0,0,22,6590
BE,BELGIUM,0,0,7800,550188
CN,CHINA,0,0,57823,4507841
FR,FRANCE,0,0,25,25328
IT,ITALY,0,0,225,75648
KR,"KOREA,REPUBLIC OF",14350,1030911,1292350,99016292
MY,MALAYSIA,0,0,13750,1671746
SG,SINGAPORE,0,0,8780,9350204
GB,UNITED KINGDOM,0,0,48150,3689472
US,UNITED STATES,0,0,12701,1520103
VN,VIETNAM,2320,267443,5680,580931
SUM,SUM,16670,1298354,1447306,120994343
