"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2014', 'Quantity')","('Mar 2014', 'CIF (Baht)')","('Jan - Mar 2014', 'Quantity')","('Jan - Mar 2014', 'CIF (Baht)')"
BE,BELGIUM,25350,1532080,25350,1532080
BR,BRAZIL,100,6524,100,6524
CN,CHINA,50,8225,23250,1822593
DE,GERMANY,2750,305561,2750,305561
ID,INDONESIA,29000,2470439,79195,7384901
JP,JAPAN,291080,19316143,1097910,71863174
KR,"KOREA,REPUBLIC OF",22400,1373811,22400,1373811
KW,KUWAIT,123750,6338202,371250,18809703
MY,MALAYSIA,1096600,61840090,3142600,175987414
NL,NETHERLANDS,20000,1220900,20000,1220900
QA,QATAR,0,0,127500,6358541
SA,SAUDI ARABIA,1426750,73755713,5956050,304259964
SG,SINGAPORE,155750,8970421,540250,29750386
AE,UNITED ARAB EMIRATES,294250,15798964,1285475,69049418
US,UNITED STATES,166055,11095262,460993,32504850
SUM,SUM,3653885,204032335,13155073,722229820
