"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2014', 'Quantity')","('Oct 2014', 'CIF (Baht)')","('Jan - Oct 2014', 'Quantity')","('Jan - Oct 2014', 'CIF (Baht)')"
BE,BELGIUM,0,0,4,20899
BR,BRAZIL,0,0,4202,1493677
CN,CHINA,0,0,30104,2960994
FR,FRANCE,0,0,66472,6835527
DE,GERMANY,2450,423402,26477,8160481
JP,JAPAN,18441,1802394,525252,41365804
KR,"KOREA,REPUBLIC OF",125520,9071638,1974688,148975284
MY,MALAYSIA,0,0,160,32000
NL,NETHERLANDS,0,0,1,30714
RU,RUSSIAN FEDERATION,0,0,6750,1469879
SG,SINGAPORE,0,0,14760,1228522
TW,"TAIWAN, PROVINCE OF CHINA",2000,179402,10000,903454
GB,UNITED KINGDOM,0,0,180,55998
US,UNITED STATES,0,0,5350,1060307
SUM,SUM,148411,11476836,2664400,214593540
