"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2013', 'Quantity')","('Apr 2013', 'CIF (Baht)')","('Jan - Apr 2013', 'Quantity')","('Jan - Apr 2013', 'CIF (Baht)')"
AU,AUSTRALIA,30625,1140190,32936,1473777
BE,BELGIUM,0,0,252090,14121503
BR,BRAZIL,0,0,5500,409351
CN,CHINA,47050,1243438,218850,9734912
FR,FRANCE,24750,1491609,42675,3545456
DE,GERMANY,26740,11043935,45535,18922283
IN,INDIA,50,294,50,294
ID,INDONESIA,0,0,123750,5537825
IT,ITALY,0,0,2750,535328
JP,JAPAN,1792531,94513272,6966011,381327548
KR,"KOREA,REPUBLIC OF",122550,5914112,168855,8189380
KW,KUWAIT,891000,39211314,2202750,94295141
MY,MALAYSIA,369000,16518100,1877000,82832761
NL,NETHERLANDS,0,0,700,184375
QA,QATAR,3545360,165964367,11148848,509155396
RU,RUSSIAN FEDERATION,22,12342,22,12342
SA,SAUDI ARABIA,2276000,101132248,7514500,328006339
SG,SINGAPORE,1540340,70394505,6613236,304000387
SE,SWEDEN,0,0,11000,811937
TW,"TAIWAN, PROVINCE OF CHINA",223000,10333316,225000,10594243
TH,THAILAND,0,0,13322,911695
AE,UNITED ARAB EMIRATES,919150,39179266,3541900,152435532
GB,UNITED KINGDOM,0,0,9999,2072329
US,UNITED STATES,674825,32899432,1626400,77655922
SUM,SUM,12482993,590991740,42643679,2006766056
