"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2021', 'Quantity')","('Oct 2021', 'CIF (Baht)')","('Jan - Oct 2021', 'Quantity')","('Jan - Oct 2021', 'CIF (Baht)')"
CN,CHINA,56,17080,16587,1283339
FR,FRANCE,1000,219716,14500,2905705
IN,INDIA,0,0,1,65
IL,ISRAEL,0,0,96000,6892661
IT,ITALY,0,0,1,37689
JP,JAPAN,40050,5603441,379888,51087948
KR,"KOREA,REPUBLIC OF",114200,5823106,1584800,77419100
MX,MEXICO,0,0,734,33375
OM,OMAN,0,0,24750,943243
QA,QATAR,0,0,51000,2438185
SG,SINGAPORE,0,0,109500,6664528
TW,"TAIWAN, PROVINCE OF CHINA",0,0,100,25456
GB,UNITED KINGDOM,2275,503849,21517,5154901
US,UNITED STATES,1,2171,2304,172161
SUM,SUM,157582,12169363,2301682,155058356
