"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2016', 'Quantity')","('Dec 2016', 'CIF (Baht)')","('Jan - Dec 2016', 'Quantity')","('Jan - Dec 2016', 'CIF (Baht)')"
KH,CAMBODIA,0,0,7,1613
CN,CHINA,0,0,4197,293890
FR,FRANCE,0,0,3,1460
DE,GERMANY,0,0,5525,162429
JP,JAPAN,0,0,10275,1756224
MY,MALAYSIA,0,0,1679600,71272464
PH,PHILIPPINES,0,0,3,1335
SA,SAUDI ARABIA,99000,4285016,1608750,67480801
SG,SINGAPORE,0,0,74250,3050041
ES,SPAIN,0,0,519750,22340360
TW,"TAIWAN, PROVINCE OF CHINA",500,442011,1002,866686
US,UNITED STATES,0,0,261,151842
SUM,SUM,99500,4727027,3903623,167379145
