"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2013', 'Quantity')","('Aug 2013', 'CIF (Baht)')","('Jan - Aug 2013', 'Quantity')","('Jan - Aug 2013', 'CIF (Baht)')"
BE,BELGIUM,0,0,10000,942780
CN,CHINA,1500,130738,42100,3309119
IT,ITALY,260,66106,36335,5153290
KR,"KOREA,REPUBLIC OF",222400,15803835,543205,39917216
MY,MALAYSIA,1500,141980,4500,420255
PH,PHILIPPINES,0,0,3000,551862
ES,SPAIN,0,0,1148,28323
TW,"TAIWAN, PROVINCE OF CHINA",54,12681,54,12681
GB,UNITED KINGDOM,0,0,34605,2885631
US,UNITED STATES,650,61104,10650,1128287
VN,VIETNAM,3,581,2403,567895
SUM,SUM,226367,16217025,688000,54917339
