"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2022', 'Quantity')","('Mar 2022', 'CIF (Baht)')","('Jan - Mar 2022', 'Quantity')","('Jan - Mar 2022', 'CIF (Baht)')"
CN,CHINA,12031,928881,24032,1884944
FR,FRANCE,1000,214538,3500,758428
IN,INDIA,0,0,51,4913
JP,JAPAN,38362,4179658,107956,16138944
KR,"KOREA,REPUBLIC OF",108844,5430899,266844,13954511
MY,MALAYSIA,0,0,50,24003
SG,SINGAPORE,0,0,25500,1230610
ES,SPAIN,0,0,25,46246
TW,"TAIWAN, PROVINCE OF CHINA",0,0,100,31410
US,UNITED STATES,0,0,117,94573
SUM,SUM,160237,10753976,428175,34168582
