"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2017', 'Quantity')","('Jun 2017', 'CIF (Baht)')","('Jan - Jun 2017', 'Quantity')","('Jan - Jun 2017', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,38596,2634777
AT,AUSTRIA,11000,677691,11165,884069
BE,BELGIUM,335720,18217212,1975370,107024591
BR,BRAZIL,24750,2383294,278000,23357968
CA,CANADA,18711,1883355,30711,2893228
CN,CHINA,67380,4269844,332330,17448742
FI,FINLAND,0,0,49500,2828382
FR,FRANCE,0,0,3,25630
DE,GERMANY,1300,3438900,19161,18274767
HK,HONG KONG,0,0,11,2386
IN,INDIA,0,0,12000,1068509
ID,INDONESIA,0,0,17000,717784
IL,ISRAEL,0,0,165,63622
IT,ITALY,30750,2384610,130500,9024894
JP,JAPAN,1867764,95180538,11034875,515884159
KR,"KOREA,REPUBLIC OF",314430,13541231,2000412,89845879
KW,KUWAIT,742500,29895948,3786750,155761879
LU,LUXEMBOURG,0,0,7,5328
MY,MALAYSIA,457500,18802068,1726250,73321217
PH,PHILIPPINES,0,0,192000,8282200
QA,QATAR,1850060,77717666,10893520,460299988
SA,SAUDI ARABIA,3564000,143344602,15148000,624196977
SG,SINGAPORE,1242250,52113681,14384380,621421286
ES,SPAIN,0,0,241170,13025243
CH,SWITZERLAND,0,0,50240,2777328
TW,"TAIWAN, PROVINCE OF CHINA",400000,18680461,2667200,127581742
TH,THAILAND,0,0,33734,1140883
AE,UNITED ARAB EMIRATES,1233375,51244441,7209550,301903116
GB,UNITED KINGDOM,150,73457,528,403202
US,UNITED STATES,177160,9620486,1389731,76643630
VN,VIETNAM,0,0,6600,247051
SUM,SUM,12338800,543469485,73659459,3258990457
