"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2022', 'Quantity')","('Aug 2022', 'CIF (Baht)')","('Jan - Aug 2022', 'Quantity')","('Jan - Aug 2022', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,21431,1834884
BE,BELGIUM,0,0,78514,7111908
BR,BRAZIL,6875,887093,3347276,257642323
CA,CANADA,21460,193199,145210,5736136
CN,CHINA,460601,26041180,1193956,78240851
DK,DENMARK,0,0,200,55504
FI,FINLAND,74250,6861537,370700,32769665
FR,FRANCE,11060,1739033,96430,11805296
DE,GERMANY,526727,46881860,4159654,352212044
HK,HONG KONG,0,0,121,2654336
IN,INDIA,0,0,1008,514445
ID,INDONESIA,2550,1381673,22430,7178511
IL,ISRAEL,0,0,9600,1101525
IT,ITALY,2747,807356,41068,14930206
JP,JAPAN,146400,13071251,1562971,138571943
KR,"KOREA,REPUBLIC OF",253600,17016578,1806715,105890043
KW,KUWAIT,1064250,51187797,6088500,277038790
LU,LUXEMBOURG,0,0,28000,6128660
MY,MALAYSIA,5677147,333102595,37713471,2143475168
MX,MEXICO,3,2732,3,2732
NL,NETHERLANDS,293580,36960045,2211920,205412981
NO,NORWAY,164690,17441247,407850,38902819
OM,OMAN,247500,11262459,1361250,60518211
PH,PHILIPPINES,0,0,1,229
QA,QATAR,918000,51447977,9154500,490035140
SA,SAUDI ARABIA,3560644,189524044,25235694,1319631095
SG,SINGAPORE,2047000,129741156,15161775,917462051
ES,SPAIN,0,0,25,12857
CH,SWITZERLAND,2,5032,28,30778
TW,"TAIWAN, PROVINCE OF CHINA",51425,2932076,231707,20113413
TH,THAILAND,0,0,171030,9596920
AE,UNITED ARAB EMIRATES,569250,28878677,3415500,172846574
GB,UNITED KINGDOM,5136,1163611,5170,1322244
US,UNITED STATES,307727,19422884,1445487,92217334
VN,VIETNAM,60000,3826711,340405,22806967
SUM,SUM,16472624,991779803,115829600,6795804583
