"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2016', 'Quantity')","('Aug 2016', 'CIF (Baht)')","('Jan - Aug 2016', 'Quantity')","('Jan - Aug 2016', 'CIF (Baht)')"
BE,BELGIUM,0,0,48000,5006612
CN,CHINA,196000,11333934,685500,44069899
HK,HONG KONG,80194,4302708,363049,20401772
IT,ITALY,0,0,19170,3596068
JP,JAPAN,5,13780,780,178383
KR,"KOREA,REPUBLIC OF",218200,13411468,1518663,97843971
MY,MALAYSIA,0,0,89000,6275579
SG,SINGAPORE,82869,5170528,391710,24369746
SE,SWEDEN,40000,3208671,115750,10018610
TW,"TAIWAN, PROVINCE OF CHINA",0,0,589,55473
AE,UNITED ARAB EMIRATES,0,0,330200,15202695
GB,UNITED KINGDOM,0,0,12150,1424474
US,UNITED STATES,23586,1265478,227208,23860812
VN,VIETNAM,32000,1801358,232000,13236917
SUM,SUM,672854,40507925,4033769,265541011
