"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2014', 'Quantity')","('May 2014', 'CIF (Baht)')","('Jan - May 2014', 'Quantity')","('Jan - May 2014', 'CIF (Baht)')"
AU,AUSTRALIA,75000,4390014,325000,19622315
AT,AUSTRIA,135,127298,435,625822
BE,BELGIUM,0,0,1320,478442
CA,CANADA,1704,241489,37370,6032942
CN,CHINA,205285,12651456,883134,52719899
CZ,CZECH REPUBLIC,0,0,2,2288
EC,ECUADOR,0,0,2,2012
FR,FRANCE,20000,1392929,163343,14639809
DE,GERMANY,720,258338,87411,19294074
HK,HONG KONG,14,9717,61,42968
IN,INDIA,0,0,16650,1355348
ID,INDONESIA,0,0,43550,4452145
IE,IRELAND,0,0,100,39664
IL,ISRAEL,1200,217066,9800,1016401
IT,ITALY,340,39970,1572,168937
JP,JAPAN,87838,23031031,705212,158172220
KR,"KOREA,REPUBLIC OF",262125,15713758,1331545,95481467
MY,MALAYSIA,152271,11942967,736986,65414083
NL,NETHERLANDS,131063,14881526,752020,86542152
SA,SAUDI ARABIA,0,0,1147750,58577059
SG,SINGAPORE,52600,10094034,521200,66057744
ES,SPAIN,29425,2628123,117950,9862054
CH,SWITZERLAND,0,4779,0,13199
TW,"TAIWAN, PROVINCE OF CHINA",233520,15012973,567323,40212184
TH,THAILAND,0,0,275,1574
TR,TÜRKIYE,0,0,250,108745
AE,UNITED ARAB EMIRATES,1500,95383,3500,246037
US,UNITED STATES,78876,8243040,355479,45185889
SUM,SUM,1333616,120975891,7809240,746367473
