"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2013', 'Quantity')","('Sept 2013', 'CIF (Baht)')","('Jan - Sept 2013', 'Quantity')","('Jan - Sept 2013', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,750,61598
AT,AUSTRIA,0,0,151540,10910016
BE,BELGIUM,25738,2163221,569809,34477172
CA,CANADA,0,0,400500,17510955
CN,CHINA,270626,14774604,1223057,62586253
DK,DENMARK,0,0,710,957130
FI,FINLAND,99000,6230511,519575,32271029
FR,FRANCE,0,0,2883,344535
DE,GERMANY,69236,7252303,614928,61449163
HK,HONG KONG,0,0,103500,4845777
IN,INDIA,5000,253960,6625,333873
ID,INDONESIA,200,20316,10881,4696799
IL,ISRAEL,0,0,9,4301
IT,ITALY,0,0,585,113040
JP,JAPAN,391911,29960880,3922190,289106325
KR,"KOREA,REPUBLIC OF",544500,30227546,3052060,162678944
KW,KUWAIT,346500,16059477,3663000,158764182
LU,LUXEMBOURG,0,0,53625,3392056
MY,MALAYSIA,3887062,197320310,32203525,1474478666
NL,NETHERLANDS,177430,12820959,1353220,98741787
NZ,NEW ZEALAND,80025,2064893,256125,6317806
NO,NORWAY,0,0,148500,8974159
QA,QATAR,717000,35240702,6216150,269122102
SA,SAUDI ARABIA,2433000,118902460,20964787,946906244
SG,SINGAPORE,1651336,89179305,15290353,751101574
ZA,SOUTH AFRICA,396003,19982914,396003,19982914
ES,SPAIN,123000,12926874,1037250,99502849
SE,SWEDEN,0,0,300,27443
CH,SWITZERLAND,1000,236421,6440,1473362
TW,"TAIWAN, PROVINCE OF CHINA",2250,529056,83345,5988211
TH,THAILAND,214000,12003990,214000,12003990
AE,UNITED ARAB EMIRATES,24750,1233530,618650,26797011
GB,UNITED KINGDOM,5360,974119,7883,1402342
US,UNITED STATES,126717,12555554,2365057,157880000
VN,VIETNAM,0,0,38726,4378522
SUM,SUM,11591644,622913905,95496541,4729582130
