"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2015', 'Quantity')","('Mar 2015', 'CIF (Baht)')","('Jan - Mar 2015', 'Quantity')","('Jan - Mar 2015', 'CIF (Baht)')"
BE,BELGIUM,0,0,123750,5518261
CN,CHINA,40000,2751805,237000,17293348
ID,INDONESIA,30500,2513627,56175,4593536
JP,JAPAN,398730,21011694,1416714,78740819
KR,"KOREA,REPUBLIC OF",22050,1026297,226875,11517065
KW,KUWAIT,148500,5152800,420750,16425578
MY,MALAYSIA,2002385,81781954,5392410,235244582
NL,NETHERLANDS,0,0,24750,1255188
QA,QATAR,204000,7011815,714000,28784510
SA,SAUDI ARABIA,2475000,91957750,6162750,254470962
SG,SINGAPORE,173250,7415980,554385,25154410
ES,SPAIN,24750,1118598,67500,4275083
TW,"TAIWAN, PROVINCE OF CHINA",0,0,12000,1376940
AE,UNITED ARAB EMIRATES,643500,24126164,1806550,71618005
US,UNITED STATES,106456,7881406,200158,16253554
VN,VIETNAM,29,3770,29,3770
SUM,SUM,6269150,253753660,17415796,772525611
