"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2018', 'Quantity')","('Sept 2018', 'CIF (Baht)')","('Jan - Sept 2018', 'Quantity')","('Jan - Sept 2018', 'CIF (Baht)')"
BE,BELGIUM,0,0,605,226859
CN,CHINA,0,0,4165,1983471
DE,GERMANY,0,0,155,51678
HK,HONG KONG,0,0,45,7481
IT,ITALY,0,0,13,11643
JP,JAPAN,1000,147507,6269,960023
KR,"KOREA,REPUBLIC OF",0,5206,0,5206
NL,NETHERLANDS,0,0,1125,206963
SG,SINGAPORE,0,0,4500,1970606
TW,"TAIWAN, PROVINCE OF CHINA",1050,62863,2145,130793
TR,TÜRKIYE,0,0,30,3019
GB,UNITED KINGDOM,690,356671,966,505163
US,UNITED STATES,3,3348,15,17587
SUM,SUM,2743,575595,20033,6080492
