"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2015', 'Quantity')","('Jun 2015', 'CIF (Baht)')","('Jan - Jun 2015', 'Quantity')","('Jan - Jun 2015', 'CIF (Baht)')"
AU,AUSTRALIA,50,11114,50,11114
AT,AUSTRIA,0,0,37125,2371821
BE,BELGIUM,91230,5954745,541300,39758635
BR,BRAZIL,0,0,50,29203
CA,CANADA,0,0,77760,2630712
CN,CHINA,95644,4860471,265795,17171712
CZ,CZECH REPUBLIC,0,0,50,9278
EG,EGYPT,50,4980,300,20622
FI,FINLAND,99000,4909243,442500,22604017
DE,GERMANY,221486,14245777,1192877,76762055
HK,HONG KONG,0,0,24750,942978
IN,INDIA,0,0,1,165
ID,INDONESIA,600,322744,11020,4009993
IT,ITALY,0,0,12830,456310
JP,JAPAN,522139,34684493,2681941,182394476
KR,"KOREA,REPUBLIC OF",300000,16121075,1633765,95040294
KW,KUWAIT,445500,20364423,2103750,87406866
MY,MALAYSIA,2998475,148190795,12231901,547253357
NL,NETHERLANDS,271860,15669837,1461680,80888404
PH,PHILIPPINES,861,96748,861,96748
QA,QATAR,535500,25139158,3111000,128320409
SA,SAUDI ARABIA,3037500,143178073,15469250,663296220
SG,SINGAPORE,2531605,127949655,13002187,610302276
ES,SPAIN,0,0,164000,16173013
LK,SRI LANKA,0,0,29,5312
SE,SWEDEN,0,0,9625,630146
CH,SWITZERLAND,0,0,36690,7292786
TW,"TAIWAN, PROVINCE OF CHINA",1025,72028,28600,2033810
AE,UNITED ARAB EMIRATES,74250,3489905,1143542,46783586
GB,UNITED KINGDOM,0,0,29199,1226280
US,UNITED STATES,130278,11025064,636760,57188977
VN,VIETNAM,4100,581384,28275,3182817
SUM,SUM,11361153,576871712,56379463,2696294392
