"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2013', 'Quantity')","('Dec 2013', 'CIF (Baht)')","('Jan - Dec 2013', 'Quantity')","('Jan - Dec 2013', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1008,52978
BE,BELGIUM,0,0,250,102225
CA,CANADA,0,0,145750,7914855
CN,CHINA,400,44483,177875,13857044
DK,DENMARK,0,0,1,18494
DE,GERMANY,0,0,8500,863568
ID,INDONESIA,10100,969234,200775,16668457
IL,ISRAEL,0,0,3640,600408
JP,JAPAN,178700,10577821,401324,23277041
KR,"KOREA,REPUBLIC OF",34000,1750089,66000,3392104
KW,KUWAIT,123750,5976614,1707750,74372063
MY,MALAYSIA,253000,13742710,11215700,518340552
NL,NETHERLANDS,0,0,20000,1130340
QA,QATAR,0,0,2218500,97515586
SA,SAUDI ARABIA,1550500,76287705,28654500,1282734808
SG,SINGAPORE,208550,10902956,3613525,176384077
ES,SPAIN,0,0,11000,1036520
AE,UNITED ARAB EMIRATES,739750,37255034,7574975,349976633
US,UNITED STATES,62000,4170021,1539711,101099773
SUM,SUM,3160750,161676667,57560784,2669337526
