"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2022', 'Quantity')","('Sept 2022', 'CIF (Baht)')","('Jan - Sept 2022', 'Quantity')","('Jan - Sept 2022', 'CIF (Baht)')"
AT,AUSTRIA,0,0,2434,3931820
BD,BANGLADESH,0,0,34,7801
BE,BELGIUM,8,3643,33659,4141943
BZ,BELIZE,0,0,764,266807
BR,BRAZIL,0,0,2292,844690
CA,CANADA,100,75324,112,212353
CN,CHINA,206252,13547093,1529788,115784219
FR,FRANCE,0,0,147949,11603725
DE,GERMANY,235560,25875732,2047831,160096023
HK,HONG KONG,300,73612,254950,24913910
IN,INDIA,1255,143099,1287,148809
ID,INDONESIA,22500,2800291,45069,5295713
IT,ITALY,0,0,16340,3505834
JP,JAPAN,165597,31703990,1680009,296739973
KR,"KOREA,REPUBLIC OF",387225,29709490,3218983,238470249
MY,MALAYSIA,151800,14534746,1102898,96656527
NL,NETHERLANDS,321900,30965563,846300,83642446
NO,NORWAY,0,0,480,191411
SA,SAUDI ARABIA,99000,3571385,1035025,44070935
SG,SINGAPORE,71711,11318732,378717,59036778
ES,SPAIN,0,0,0,991
TW,"TAIWAN, PROVINCE OF CHINA",1064,200462,3838,3234869
TH,THAILAND,0,0,414,63965
AE,UNITED ARAB EMIRATES,371250,15893980,2431440,143636385
GB,UNITED KINGDOM,0,0,52198,7825299
US,UNITED STATES,82552,16181319,835848,150904566
VN,VIETNAM,0,0,19804,1958774
SUM,SUM,2118074,196598461,15688463,1457186815
