"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2016', 'Quantity')","('Dec 2016', 'CIF (Baht)')","('Jan - Dec 2016', 'Quantity')","('Jan - Dec 2016', 'CIF (Baht)')"
BE,BELGIUM,0,0,232925,11438287
CN,CHINA,14000,1904984,52592,8331721
FR,FRANCE,0,0,13,1186
DE,GERMANY,0,0,1214,59262
IN,INDIA,0,0,50,15651
ID,INDONESIA,0,0,25,5309
IT,ITALY,0,0,1375,112233
JP,JAPAN,8270,742939,108686,8658869
KR,"KOREA,REPUBLIC OF",80000,3854444,429000,20740365
MY,MALAYSIA,50,58927,40179,1000671
NL,NETHERLANDS,0,0,99000,8696151
QA,QATAR,0,0,178500,7622369
SA,SAUDI ARABIA,21600,1040699,556200,24401036
SG,SINGAPORE,123750,6006509,123750,6006509
TW,"TAIWAN, PROVINCE OF CHINA",0,0,10025,1174815
UA,UKRAINE,0,0,5125,207761
AE,UNITED ARAB EMIRATES,0,0,24750,951799
GB,UNITED KINGDOM,0,0,26,20747
US,UNITED STATES,252,346298,1112,889030
VN,VIETNAM,0,0,1010,35081
SUM,SUM,247922,13954800,1865557,100368852
