"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2018', 'Quantity')","('Sept 2018', 'CIF (Baht)')","('Jan - Sept 2018', 'Quantity')","('Jan - Sept 2018', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,400,102597
AT,AUSTRIA,72,103452,1166,1732997
BD,BANGLADESH,0,0,28,7480
BE,BELGIUM,500,98113,74390,5671401
BR,BRAZIL,0,0,3247,1153815
CA,CANADA,20,227646,212,2471295
CN,CHINA,50500,2449109,1481863,76830890
DK,DENMARK,0,0,3,19656
FR,FRANCE,40325,2263235,167487,11016892
DE,GERMANY,1910,371820,80124,21520992
HK,HONG KONG,8000,2182743,40000,10612916
IN,INDIA,545,46735,256717,12988645
ID,INDONESIA,20,6258,45488,4118440
IR,IRAN (ISLAMIC REPUBLIC OF),0,0,1680,235487
IT,ITALY,850,102710,10496,1446375
JP,JAPAN,290167,40032355,1888365,307431121
KR,"KOREA,REPUBLIC OF",214286,15696505,2629994,149670023
LU,LUXEMBOURG,0,0,5,3725
MY,MALAYSIA,98000,9499069,919121,83269279
NL,NETHERLANDS,60001,5232987,635137,58329567
NZ,NEW ZEALAND,24,22892,173,144210
NO,NORWAY,0,0,267,132289
PH,PHILIPPINES,0,0,5,3628
RU,RUSSIAN FEDERATION,0,0,845,114220
SA,SAUDI ARABIA,148500,6433248,1831500,75295521
SG,SINGAPORE,12324,1787452,540619,61592027
ES,SPAIN,0,0,48575,3975863
CH,SWITZERLAND,0,0,2000,1320942
TW,"TAIWAN, PROVINCE OF CHINA",23615,1671019,925590,42507567
TH,THAILAND,0,0,22500,1974211
AE,UNITED ARAB EMIRATES,148500,6621737,396000,18053345
GB,UNITED KINGDOM,0,0,59583,6955311
US,UNITED STATES,95970,14782311,1033615,147352699
VN,VIETNAM,8000,662240,73635,6229193
SUM,SUM,1202129,110293636,13170830,1114284619
