"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2012', 'Quantity')","('Nov 2012', 'CIF (Baht)')","('Jan - Nov 2012', 'Quantity')","('Jan - Nov 2012', 'CIF (Baht)')"
AU,AUSTRALIA,1000,24061,157668,7287643
AT,AUSTRIA,0,0,12,104746
BE,BELGIUM,107250,5879707,1090470,69060932
BR,BRAZIL,0,0,1050,161706
CA,CANADA,125000,5433770,1041160,43302097
CN,CHINA,290125,18403814,3850228,244166374
DK,DENMARK,0,0,1382,1845497
SZ,ESWATINI,0,0,7940,1306524
FI,FINLAND,123750,8520606,1039500,67998430
FR,FRANCE,0,0,5504,495387
DE,GERMANY,88305,10235904,488166,50975127
HK,HONG KONG,0,0,289000,28627150
IN,INDIA,0,0,1200,104575
ID,INDONESIA,0,0,136976,10777050
IR,IRAN (ISLAMIC REPUBLIC OF),247500,10921233,247500,10921233
IL,ISRAEL,0,0,51294,416215
IT,ITALY,75,36099,205,80302
JP,JAPAN,370559,33733233,4634616,383608346
KR,"KOREA,REPUBLIC OF",275800,14747181,3193261,179086536
KW,KUWAIT,544500,23688247,5940100,242336425
LI,LIECHTENSTEIN,0,0,6,11043
MY,MALAYSIA,3295966,147127168,37580414,1691011115
MX,MEXICO,0,0,350000,15363718
NL,NETHERLANDS,0,0,753014,60619235
NZ,NEW ZEALAND,16000,381655,144450,4695991
NO,NORWAY,0,0,49500,2800662
QA,QATAR,1071000,44535933,4335200,181912609
SA,SAUDI ARABIA,2359450,102986206,23054894,1004286152
SG,SINGAPORE,1905298,91210874,20342691,977127433
ES,SPAIN,124000,12897012,1099000,112213847
CH,SWITZERLAND,0,0,20300,4368078
TW,"TAIWAN, PROVINCE OF CHINA",10000,1037823,158996,12176165
AE,UNITED ARAB EMIRATES,24750,1053623,1088600,45005383
GB,UNITED KINGDOM,0,958,16234,1158407
US,UNITED STATES,294094,18200315,4457687,249914163
VN,VIETNAM,0,0,20270,2139107
SUM,SUM,11274422,551055422,115648488,5707465403
