"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2012', 'Quantity')","('Dec 2012', 'CIF (Baht)')","('Jan - Dec 2012', 'Quantity')","('Jan - Dec 2012', 'CIF (Baht)')"
BE,BELGIUM,0,0,30000,2868800
CN,CHINA,6000,462750,66125,5592684
IT,ITALY,1425,204390,30935,4902470
JP,JAPAN,0,0,97927,14200876
KR,"KOREA,REPUBLIC OF",0,0,560063,44711735
MY,MALAYSIA,0,0,7375,763620
SG,SINGAPORE,0,0,8,13902
ES,SPAIN,0,0,11493,1023198
GB,UNITED KINGDOM,8200,704922,8200,704922
US,UNITED STATES,0,0,37092,3990774
VN,VIETNAM,0,0,600,63257
SUM,SUM,15625,1372062,849818,78836238
