"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2017', 'Quantity')","('Feb 2017', 'CIF (Baht)')","('Jan - Feb 2017', 'Quantity')","('Jan - Feb 2017', 'CIF (Baht)')"
BE,BELGIUM,212640,11294621,476590,25507728
BR,BRAZIL,34550,3245756,71800,6815001
CA,CANADA,1000,434315,12000,1009873
CN,CHINA,13800,1143616,15800,1375013
DE,GERMANY,1680,4356889,1930,5262758
IL,ISRAEL,40,16786,80,33460
IT,ITALY,26000,986714,55750,3189003
JP,JAPAN,1307458,60833319,3243613,145112393
KR,"KOREA,REPUBLIC OF",457950,20213176,823030,36778181
KW,KUWAIT,495000,20144752,1039500,42579639
MY,MALAYSIA,423700,18127443,923500,40401140
PH,PHILIPPINES,112000,4848096,112000,4848096
QA,QATAR,484500,19995203,2040000,85439714
SA,SAUDI ARABIA,2722500,110990922,4529250,186145317
SG,SINGAPORE,3039650,131711820,5604015,242230349
ES,SPAIN,134350,7051033,134350,7051033
TW,"TAIWAN, PROVINCE OF CHINA",585600,28299778,1129000,54629265
TH,THAILAND,0,0,7734,292012
AE,UNITED ARAB EMIRATES,1485600,60862636,3193375,130950654
GB,UNITED KINGDOM,0,0,120,202489
US,UNITED STATES,222524,11379794,290834,17991485
VN,VIETNAM,6600,247051,6600,247051
SUM,SUM,11767142,516183720,23710871,1038091654
