"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2015', 'Quantity')","('Feb 2015', 'CIF (Baht)')","('Jan - Feb 2015', 'Quantity')","('Jan - Feb 2015', 'CIF (Baht)')"
CN,CHINA,6000,357911,6000,357911
DE,GERMANY,0,0,10,6644
HK,HONG KONG,0,0,9,3351
IN,INDIA,0,0,3,610
ID,INDONESIA,20,726,20,726
IL,ISRAEL,11200,899601,11200,899601
JP,JAPAN,10245,958485,26375,2548087
KR,"KOREA,REPUBLIC OF",0,0,11000,581356
MY,MALAYSIA,10,1099,85,86097
QA,QATAR,127500,5015997,229500,10139176
TW,"TAIWAN, PROVINCE OF CHINA",2500,392378,2500,392378
US,UNITED STATES,9072,2728820,18198,5666420
SUM,SUM,166547,10355017,304900,20682357
