"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2015', 'Quantity')","('Jul 2015', 'CIF (Baht)')","('Jan - Jul 2015', 'Quantity')","('Jan - Jul 2015', 'CIF (Baht)')"
AU,AUSTRALIA,1148,274624,1248,309754
AT,AUSTRIA,0,0,1,8200
BE,BELGIUM,141050,10776779,784162,59116462
BR,BRAZIL,0,0,1075,159347
CA,CANADA,0,0,17000,1336500
CN,CHINA,20500,1607140,212320,13325063
FR,FRANCE,11000,1035471,11007,1039586
DE,GERMANY,0,0,230,95775
ID,INDONESIA,0,0,20,6484
IT,ITALY,9160,1086598,33910,4689259
JP,JAPAN,135900,11178316,1300273,83219335
KR,"KOREA,REPUBLIC OF",158028,8985184,1900313,93555954
MY,MALAYSIA,63533,3174020,967905,40882105
PT,PORTUGAL,60,45888,60,45888
SA,SAUDI ARABIA,247500,12471600,272250,13726369
SG,SINGAPORE,17000,1065907,85400,4301360
ES,SPAIN,0,0,141,52616
TW,"TAIWAN, PROVINCE OF CHINA",138020,9057604,625605,38804568
GB,UNITED KINGDOM,0,0,300,177997
US,UNITED STATES,2330,638207,200144,22900796
VN,VIETNAM,0,0,309800,4919469
SUM,SUM,945229,61397338,6723164,382672887
