"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2013', 'Quantity')","('Feb 2013', 'CIF (Baht)')","('Jan - Feb 2013', 'Quantity')","('Jan - Feb 2013', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1250,82420
BE,BELGIUM,9850,921607,183225,12168120
CN,CHINA,1305124,82065395,2299667,147830814
FI,FINLAND,23375,1493358,23375,1493358
FR,FRANCE,28875,2120951,31037,2378921
DE,GERMANY,65570,9345424,71570,12946472
HK,HONG KONG,16751,883526,16864,986804
IN,INDIA,300,61391,3475,146161
ID,INDONESIA,2565,220107,24065,3150308
JP,JAPAN,866214,70908608,1931128,157704804
KR,"KOREA,REPUBLIC OF",2496094,137586414,4836456,275702942
KW,KUWAIT,0,0,49500,2107363
MY,MALAYSIA,160817,16025675,254453,27777223
NL,NETHERLANDS,148500,12671420,148500,12671420
SA,SAUDI ARABIA,3481140,155256566,7059380,313668599
SG,SINGAPORE,1186618,63271322,2177034,120582462
ES,SPAIN,24750,2770239,35750,4001456
TW,"TAIWAN, PROVINCE OF CHINA",118300,8510515,294725,16951633
AE,UNITED ARAB EMIRATES,24750,1125364,184250,7992999
US,UNITED STATES,80701,7898170,655515,34527387
VN,VIETNAM,652,307822,2241,749211
SUM,SUM,10040946,573443874,20283460,1155620877
