"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2016', 'Quantity')","('Nov 2016', 'CIF (Baht)')","('Jan - Nov 2016', 'Quantity')","('Jan - Nov 2016', 'CIF (Baht)')"
AU,AUSTRALIA,25,10983,3197,197279
BD,BANGLADESH,0,0,95,17015
BE,BELGIUM,63350,3342632,1268827,86597989
BR,BRAZIL,0,0,1100,196568
CA,CANADA,22500,1068844,47500,2993987
CN,CHINA,74000,4630072,661852,40986145
FR,FRANCE,0,0,11000,579968
DE,GERMANY,0,0,11713,1138539
HK,HONG KONG,0,0,1270,72452
IN,INDIA,0,0,35,23453
ID,INDONESIA,0,0,5440,268410
IT,ITALY,11200,1393921,56280,7355318
JP,JAPAN,137654,11465923,2116339,136569422
KE,KENYA,0,0,16000,846402
KR,"KOREA,REPUBLIC OF",16021,771032,1969072,99945969
MY,MALAYSIA,69600,4213425,1141096,54682354
MX,MEXICO,0,0,8761,1716912
SA,SAUDI ARABIA,74250,3370423,2250875,100140205
SG,SINGAPORE,60,10363,25735,1788729
CH,SWITZERLAND,0,0,20000,2567320
TW,"TAIWAN, PROVINCE OF CHINA",74210,4309461,841941,53264321
TH,THAILAND,0,0,34000,1666108
GB,UNITED KINGDOM,6,4537,431,276957
US,UNITED STATES,25572,1828603,1335030,76593336
VN,VIETNAM,0,0,709200,9512201
SUM,SUM,568448,36420219,12536789,679997359
