"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2020', 'Quantity')","('Nov 2020', 'CIF (Baht)')","('Jan - Nov 2020', 'Quantity')","('Jan - Nov 2020', 'CIF (Baht)')"
AU,AUSTRALIA,42829,336227,1072804,33833403
AT,AUSTRIA,3065,380852,7130,1779073
BE,BELGIUM,156160,1224896,157535,1337571
CN,CHINA,896555,48649970,6429618,365657400
CO,COLOMBIA,0,0,17677,217697
DK,DENMARK,0,0,30,9523
FI,FINLAND,22875,1133895,186500,9133872
FR,FRANCE,0,0,3830,477304
DE,GERMANY,18044,1950327,52879,5424421
HK,HONG KONG,225,687492,1304,944439
IN,INDIA,96050,1738605,745976,20915712
ID,INDONESIA,25500,2239042,366910,26227792
IL,ISRAEL,0,0,15020,1004280
IT,ITALY,0,0,5423,390562
JP,JAPAN,890046,41774002,5990136,417221383
KR,"KOREA,REPUBLIC OF",1057265,42446156,14393535,583444505
MY,MALAYSIA,405550,13751069,1568276,90849108
MX,MEXICO,0,0,25,96070
NL,NETHERLANDS,100500,8106231,507786,41778852
NZ,NEW ZEALAND,0,0,912,478008
OM,OMAN,470250,14402224,1854125,54447565
PH,PHILIPPINES,0,0,12,2882
PL,POLAND,0,0,182397,2602254
SA,SAUDI ARABIA,1583500,49055146,14944200,449726915
SG,SINGAPORE,449320,26478058,5318060,281044923
ZA,SOUTH AFRICA,0,0,123751,3719203
ES,SPAIN,21100,165645,21100,165645
SE,SWEDEN,50000,1963237,50000,1963237
CH,SWITZERLAND,0,0,175,62161
TW,"TAIWAN, PROVINCE OF CHINA",247025,11102098,2748614,115191195
TH,THAILAND,25,6471,104525,2581383
TR,TÜRKIYE,0,0,1,31
AE,UNITED ARAB EMIRATES,332388,10566575,9107982,267046898
GB,UNITED KINGDOM,0,0,13075,1805063
US,UNITED STATES,550677,11308791,1061005,29257847
VN,VIETNAM,272000,8822763,479330,18661670
SUM,SUM,7690949,298289772,67531658,2829499847
