"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2021', 'Quantity')","('Dec 2021', 'CIF (Baht)')","('Jan - Dec 2021', 'Quantity')","('Jan - Dec 2021', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1487000,63906416
AT,AUSTRIA,0,0,18620,1612469
BE,BELGIUM,53800,3376737,613087,32727109
BR,BRAZIL,50000,2355268,149500,6374401
CN,CHINA,1030729,58123802,6718679,410556385
CZ,CZECH REPUBLIC,0,0,1,1120
FI,FINLAND,0,0,163625,10842932
FR,FRANCE,0,0,2700,230886
DE,GERMANY,1000,220623,238329,18011598
HK,HONG KONG,0,0,59,10606
HU,HUNGARY,0,0,2750,198459
IN,INDIA,1125,147943,1903005,81937478
ID,INDONESIA,20000,1561802,264264,21562640
IL,ISRAEL,0,0,132040,10704222
IT,ITALY,0,0,50,7214
JP,JAPAN,180275,13947984,5017079,320373946
KR,"KOREA,REPUBLIC OF",1086750,54112057,13876325,629818080
MY,MALAYSIA,60758,4813040,772179,61100544
MM,MYANMAR,4800,276818,4800,276818
NL,NETHERLANDS,0,0,1250,173281
NO,NORWAY,0,0,5,1150
OM,OMAN,198000,7960489,3392950,130094626
SA,SAUDI ARABIA,1707750,76049901,24698500,1005972374
SG,SINGAPORE,662840,34506289,9147564,447003934
ZA,SOUTH AFRICA,49500,2097243,175829,7864951
ES,SPAIN,11000,1088037,71450,6505901
TW,"TAIWAN, PROVINCE OF CHINA",291050,16821344,1778611,98543480
TH,THAILAND,0,0,421495,18828235
AE,UNITED ARAB EMIRATES,173250,8063577,1747500,77663325
GB,UNITED KINGDOM,11123,981737,11223,1007144
US,UNITED STATES,334344,16395851,3022132,139595945
VN,VIETNAM,0,0,1449815,60873273
SUM,SUM,5928094,302900542,77282416,3664380942
