"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2021', 'Quantity')","('Nov 2021', 'CIF (Baht)')","('Jan - Nov 2021', 'Quantity')","('Jan - Nov 2021', 'CIF (Baht)')"
CA,CANADA,0,0,174450,7125792
CN,CHINA,0,0,88838,3436281
DE,GERMANY,3,912,1047,975426
HK,HONG KONG,0,0,25501,992954
ID,INDONESIA,0,0,250,32320
JP,JAPAN,1100,109549,51429,4586481
KR,"KOREA,REPUBLIC OF",141667,6247547,436670,23615451
NL,NETHERLANDS,24750,1437952,214511,13916218
QA,QATAR,0,0,280500,10065982
SA,SAUDI ARABIA,24750,1075623,1635750,65924260
SG,SINGAPORE,1611345,88708352,19756600,1000379651
ES,SPAIN,25400,2630741,329500,25076982
TH,THAILAND,0,0,33780,1702985
AE,UNITED ARAB EMIRATES,173450,7819456,6666575,262923296
US,UNITED STATES,683750,34900575,8834346,384203019
VN,VIETNAM,0,0,75,2270
SUM,SUM,2686215,142930707,38529822,1804959368
