"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2018', 'Quantity')","('Aug 2018', 'CIF (Baht)')","('Jan - Aug 2018', 'Quantity')","('Jan - Aug 2018', 'CIF (Baht)')"
BE,BELGIUM,0,0,14400,655409
CN,CHINA,0,0,30220,2430010
FR,FRANCE,4150,646307,37324,4798551
DE,GERMANY,1,516,5652,1050527
JP,JAPAN,95010,5605717,371598,20607565
KR,"KOREA,REPUBLIC OF",387600,19877103,1896714,89818491
MY,MALAYSIA,2,789,20,5625
RU,RUSSIAN FEDERATION,8250,1381642,24750,4087644
TW,"TAIWAN, PROVINCE OF CHINA",0,2177,0,2177
GB,UNITED KINGDOM,0,0,0,385
US,UNITED STATES,726,90885,1094,265456
SUM,SUM,495739,27605136,2381772,123721840
