"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2015', 'Quantity')","('Oct 2015', 'CIF (Baht)')","('Jan - Oct 2015', 'Quantity')","('Jan - Oct 2015', 'CIF (Baht)')"
CN,CHINA,4000,317025,135324,12175476
IT,ITALY,28150,4145656,78950,14048462
JP,JAPAN,0,0,3,10919
KR,"KOREA,REPUBLIC OF",96812,7550604,723397,51268464
MY,MALAYSIA,10000,712946,36615,3420450
SG,SINGAPORE,0,0,800,119953
GB,UNITED KINGDOM,0,0,21225,2653048
US,UNITED STATES,0,0,34295,4956800
VN,VIETNAM,1200,345845,3600,985236
SUM,SUM,140162,13072076,1034209,89638808
