"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2014', 'Quantity')","('Dec 2014', 'CIF (Baht)')","('Jan - Dec 2014', 'Quantity')","('Jan - Dec 2014', 'CIF (Baht)')"
BE,BELGIUM,0,0,38500,4097081
CN,CHINA,0,0,114446,9546783
DE,GERMANY,0,0,359,353174
IN,INDIA,0,0,298680,25332971
ID,INDONESIA,0,0,100,666
IT,ITALY,1375,313560,4125,809477
JP,JAPAN,36575,2874020,165175,16389863
KR,"KOREA,REPUBLIC OF",28000,1752987,179500,14466041
MY,MALAYSIA,0,0,2245,1205103
NL,NETHERLANDS,0,42061,0,42061
NZ,NEW ZEALAND,0,0,50,15511
SG,SINGAPORE,0,0,298145,15160762
SE,SWEDEN,0,0,31825,6170069
TH,THAILAND,0,0,50,11759
AE,UNITED ARAB EMIRATES,26000,1439295,478450,26574823
US,UNITED STATES,29556,2913048,540462,42277134
SUM,SUM,121506,9334971,2152112,162453278
