"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2017', 'Quantity')","('Mar 2017', 'CIF (Baht)')","('Jan - Mar 2017', 'Quantity')","('Jan - Mar 2017', 'CIF (Baht)')"
BE,BELGIUM,0,0,19000,1685338
CN,CHINA,100425,6616530,115750,7942781
DE,GERMANY,0,0,3600,226083
IN,INDIA,1000,117870,1525,180271
IT,ITALY,0,2300,0,2300
JP,JAPAN,313652,16604689,996992,52574937
KR,"KOREA,REPUBLIC OF",380875,17920776,664350,29310098
MY,MALAYSIA,66633,10146573,134992,20781296
SA,SAUDI ARABIA,891000,35581224,1435500,56171738
SG,SINGAPORE,29080,3210374,64760,9274705
ZA,SOUTH AFRICA,123750,4550144,123750,4550144
TW,"TAIWAN, PROVINCE OF CHINA",16000,850081,16000,850081
AE,UNITED ARAB EMIRATES,0,0,100,45936
VN,VIETNAM,80000,1262504,120000,1897603
SUM,SUM,2002415,96863065,3696319,185493311
