"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2014', 'Quantity')","('Dec 2014', 'CIF (Baht)')","('Jan - Dec 2014', 'Quantity')","('Jan - Dec 2014', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,11000,787885
AT,AUSTRIA,0,0,88678,6273463
BE,BELGIUM,0,0,84000,7460400
CN,CHINA,52000,6059667,582695,45062743
FI,FINLAND,12250,943630,24250,2348939
IN,INDIA,0,0,264000,17607190
IT,ITALY,0,0,12375,3070759
JP,JAPAN,0,0,744650,60965243
KR,"KOREA,REPUBLIC OF",31450,2184314,2786100,197802924
MY,MALAYSIA,20000,1375699,165000,11055545
PT,PORTUGAL,0,0,635,144881
SA,SAUDI ARABIA,0,0,99000,5184865
SG,SINGAPORE,0,0,1,849
SE,SWEDEN,28050,1940972,454025,36029347
TW,"TAIWAN, PROVINCE OF CHINA",0,0,33150,2999163
AE,UNITED ARAB EMIRATES,0,0,829400,44750621
US,UNITED STATES,20638,1518491,1474425,113260556
VN,VIETNAM,0,0,514750,36758566
SUM,SUM,164388,14022773,8168134,591563939
