"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2018', 'Quantity')","('Mar 2018', 'CIF (Baht)')","('Jan - Mar 2018', 'Quantity')","('Jan - Mar 2018', 'CIF (Baht)')"
CN,CHINA,6020,559259,15020,1414135
DE,GERMANY,150,18005,4275,533776
JP,JAPAN,9000,695555,21000,1614328
KR,"KOREA,REPUBLIC OF",200,10740,200,10740
NL,NETHERLANDS,81625,3927228,209500,10149490
SA,SAUDI ARABIA,123750,4750927,371250,14803098
SG,SINGAPORE,628000,38907069,1897000,120594393
ES,SPAIN,4400,379141,44400,2313681
AE,UNITED ARAB EMIRATES,332750,13893244,690425,28648984
GB,UNITED KINGDOM,0,0,25,14852
US,UNITED STATES,30970,1766384,61198,3700030
SUM,SUM,1216865,64907552,3314293,183797507
