"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2020', 'Quantity')","('Oct 2020', 'CIF (Baht)')","('Jan - Oct 2020', 'Quantity')","('Jan - Oct 2020', 'CIF (Baht)')"
CA,CANADA,0,0,12540,529097
CN,CHINA,0,0,119171,4193780
DE,GERMANY,0,0,6033,1189141
ID,INDONESIA,0,0,50,14135
JP,JAPAN,300,79963,88302,7982376
KR,"KOREA,REPUBLIC OF",26750,1151520,65002,3578906
MY,MALAYSIA,0,0,192000,6530777
NL,NETHERLANDS,22000,971707,250350,10560362
QA,QATAR,0,0,25500,682755
SA,SAUDI ARABIA,74250,2126210,1431000,40989981
SG,SINGAPORE,1565230,69139038,9799085,436406087
ES,SPAIN,17600,1039022,286600,18932461
TW,"TAIWAN, PROVINCE OF CHINA",0,0,50,13824
AE,UNITED ARAB EMIRATES,272250,7927384,6529875,174447430
US,UNITED STATES,1051675,35422558,15652556,517358534
SUM,SUM,3030055,117857402,34458114,1223409646
