"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2012', 'Quantity')","('Aug 2012', 'CIF (Baht)')","('Jan - Aug 2012', 'Quantity')","('Jan - Aug 2012', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,11000,781871
AT,AUSTRIA,0,0,115500,7950805
BE,BELGIUM,0,0,52800,5372556
CN,CHINA,88500,5048149,669000,41838708
FI,FINLAND,0,0,14000,1571743
DE,GERMANY,11000,1085546,11000,1085546
IN,INDIA,0,0,24000,1507013
JP,JAPAN,188000,15745193,1328000,111509528
KR,"KOREA,REPUBLIC OF",283000,18738561,2842025,188445269
MY,MALAYSIA,60000,3995190,535000,34853963
PH,PHILIPPINES,0,0,500,82513
SA,SAUDI ARABIA,0,0,24750,1055526
SG,SINGAPORE,0,0,2900,241978
SE,SWEDEN,79500,5511692,746250,65356993
TW,"TAIWAN, PROVINCE OF CHINA",0,0,11000,934846
AE,UNITED ARAB EMIRATES,75400,3609145,971450,46713672
US,UNITED STATES,30638,3774841,760643,60785077
VN,VIETNAM,40000,2619858,419175,26335678
SUM,SUM,856038,60128175,8538993,596423285
