"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2015', 'Quantity')","('Nov 2015', 'CIF (Baht)')","('Jan - Nov 2015', 'Quantity')","('Jan - Nov 2015', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,3938,524131
AT,AUSTRIA,0,0,1732,2428347
BE,BELGIUM,41120,5762998,449614,82587012
CA,CANADA,0,0,28544,4989331
CN,CHINA,142280,7732920,1791174,100742416
CZ,CZECH REPUBLIC,0,0,4,3583
FR,FRANCE,15185,2230046,306297,28609453
DE,GERMANY,8760,2590429,54045,14596977
HK,HONG KONG,50,7933,229,57027
IN,INDIA,0,0,138491,6701765
ID,INDONESIA,22508,2276758,87615,8851550
IE,IRELAND,0,0,100,35540
IL,ISRAEL,0,0,14400,2229320
IT,ITALY,2680,231502,37851,4143113
JP,JAPAN,195474,31254768,1878227,316916087
KR,"KOREA,REPUBLIC OF",206065,13097956,3330982,219779554
MY,MALAYSIA,150400,12688746,1759666,142324157
MX,MEXICO,20411,1235549,82327,5069410
MA,MOROCCO,0,0,207,110098
NL,NETHERLANDS,190672,18049689,1500288,139885333
NO,NORWAY,4,2524,4,2524
PH,PHILIPPINES,10,3880,60,12192
SA,SAUDI ARABIA,519750,19526977,3366000,142148789
SG,SINGAPORE,68050,9035770,835705,128966185
ES,SPAIN,0,0,221975,19490084
CH,SWITZERLAND,0,0,3000,2421398
TW,"TAIWAN, PROVINCE OF CHINA",357000,14596713,1554113,91243840
TH,THAILAND,0,0,3463,528739
TT,TRINIDAD AND TOBAGO,12825,77357,12825,77357
TR,TÜRKIYE,0,0,250,92786
AE,UNITED ARAB EMIRATES,123750,4927353,495356,20357460
GB,UNITED KINGDOM,2000,129834,20819,3614810
US,UNITED STATES,75511,14320527,512757,84381772
VN,VIETNAM,7000,735240,105000,27000860
SUM,SUM,2161505,160515469,18597058,1600923000
