"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2014', 'Quantity')","('Dec 2014', 'CIF (Baht)')","('Jan - Dec 2014', 'Quantity')","('Jan - Dec 2014', 'CIF (Baht)')"
CN,CHINA,2940,572774,10823,2007061
FR,FRANCE,0,0,2,1376
DE,GERMANY,20,12874,20,12874
HK,HONG KONG,0,0,15,6257
IN,INDIA,0,0,447,26794
JP,JAPAN,600,163003,6380,2050592
KR,"KOREA,REPUBLIC OF",0,0,2500,407785
MY,MALAYSIA,0,0,3,606
SG,SINGAPORE,0,0,8107,809166
TW,"TAIWAN, PROVINCE OF CHINA",0,0,76,61095
AE,UNITED ARAB EMIRATES,0,0,53,22313
US,UNITED STATES,0,0,0,513
SUM,SUM,3560,748651,28426,5406432
