"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2019', 'Quantity')","('Jun 2019', 'CIF (Baht)')","('Jan - Jun 2019', 'Quantity')","('Jan - Jun 2019', 'CIF (Baht)')"
CN,CHINA,5,3139,15510,1095131
FR,FRANCE,0,315,47021,3381310
DE,GERMANY,3,1464,4204,674987
IN,INDIA,14000,686365,14050,700590
IT,ITALY,0,0,50,26988
JP,JAPAN,151483,6667234,783431,33702166
KR,"KOREA,REPUBLIC OF",34580,1760677,815720,40293703
MY,MALAYSIA,0,0,1000,264729
RU,RUSSIAN FEDERATION,0,0,8250,1352638
US,UNITED STATES,2,2135,684,174596
SUM,SUM,200073,9121329,1689920,81666838
