"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2018', 'Quantity')","('Aug 2018', 'CIF (Baht)')","('Jan - Aug 2018', 'Quantity')","('Jan - Aug 2018', 'CIF (Baht)')"
CA,CANADA,0,0,607,113491
CN,CHINA,24000,1024728,155794,9405714
FR,FRANCE,0,0,1100,193189
DE,GERMANY,0,0,22,9979
HK,HONG KONG,0,0,64,24532
IN,INDIA,0,0,60,17565
IT,ITALY,6875,1365079,6875,1365079
JP,JAPAN,20000,2088311,123828,12571610
KR,"KOREA,REPUBLIC OF",24000,1813055,91200,6319668
SG,SINGAPORE,148500,6532446,643914,27733993
AE,UNITED ARAB EMIRATES,0,0,52000,2595790
GB,UNITED KINGDOM,0,0,5,2735
US,UNITED STATES,0,0,20632,2117035
SUM,SUM,223375,12823619,1096101,62470380
