"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2015', 'Quantity')","('Apr 2015', 'CIF (Baht)')","('Jan - Apr 2015', 'Quantity')","('Jan - Apr 2015', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,203,49219
AT,AUSTRIA,294,446416,555,749926
BE,BELGIUM,55220,6466651,104764,14321672
CA,CANADA,0,0,2000,324978
CN,CHINA,137695,7030061,673352,36553247
FR,FRANCE,48720,3684515,116268,8681074
DE,GERMANY,4040,1060791,16078,4709250
IN,INDIA,290,19086,82595,3245698
ID,INDONESIA,22500,2143188,44618,4525616
IE,IRELAND,100,35540,100,35540
IL,ISRAEL,1200,171089,4800,734669
IT,ITALY,680,73728,7029,625538
JP,JAPAN,281671,32858661,671210,109102636
KR,"KOREA,REPUBLIC OF",448465,26753835,1569495,102021297
MY,MALAYSIA,118000,10512171,702081,57352150
MX,MEXICO,680,113687,21092,1444710
NL,NETHERLANDS,91190,7688373,503689,47181833
SA,SAUDI ARABIA,173250,7386351,1237500,52767430
SG,SINGAPORE,41167,6017643,311535,51124722
ES,SPAIN,35675,3046170,106350,9156548
CH,SWITZERLAND,0,0,1000,740679
TW,"TAIWAN, PROVINCE OF CHINA",55684,6349329,389388,27050651
TH,THAILAND,0,0,1500,195307
AE,UNITED ARAB EMIRATES,198000,7291038,198000,7291038
GB,UNITED KINGDOM,375,50695,16375,3037280
US,UNITED STATES,22421,2871947,123279,16682006
VN,VIETNAM,13500,6778789,41000,16206012
SUM,SUM,1750817,138849754,6945856,575910726
