"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2018', 'Quantity')","('Sept 2018', 'CIF (Baht)')","('Jan - Sept 2018', 'Quantity')","('Jan - Sept 2018', 'CIF (Baht)')"
BE,BELGIUM,12000,1319124,180000,18349835
DE,GERMANY,0,0,74250,3936201
ID,INDONESIA,0,0,50,18980
JP,JAPAN,600,170858,26550,2472860
KR,"KOREA,REPUBLIC OF",0,0,1592900,86826393
SG,SINGAPORE,954000,44857399,8291010,384266681
AE,UNITED ARAB EMIRATES,70400,3728755,302650,15478743
GB,UNITED KINGDOM,600,150001,1950,320081
US,UNITED STATES,33020,3060127,634569,39950005
SUM,SUM,1070620,53286264,11103929,551619779
