"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2012', 'Quantity')","('Sept 2012', 'CIF (Baht)')","('Jan - Sept 2012', 'Quantity')","('Jan - Sept 2012', 'CIF (Baht)')"
CA,CANADA,0,0,110000,5205493
CN,CHINA,0,0,59,17323
FI,FINLAND,0,0,1375,99858
DE,GERMANY,0,0,237,90221
JP,JAPAN,300,129879,5325,618254
MY,MALAYSIA,0,0,17,4042
SA,SAUDI ARABIA,0,0,123750,4994513
SG,SINGAPORE,0,0,63000,3666661
US,UNITED STATES,68750,3320094,532650,25831777
SUM,SUM,69050,3449973,836413,40528142
