"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2015', 'Quantity')","('Oct 2015', 'CIF (Baht)')","('Jan - Oct 2015', 'Quantity')","('Jan - Oct 2015', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1248,309754
AT,AUSTRIA,0,0,1,8200
BE,BELGIUM,108000,7458529,1110162,80895028
BR,BRAZIL,0,0,1075,159347
CA,CANADA,0,0,17000,1336500
CN,CHINA,36125,1762734,284276,17332098
FR,FRANCE,0,0,22007,2143440
DE,GERMANY,0,0,230,95775
IN,INDIA,500,1155891,500,1155891
ID,INDONESIA,0,0,20,6484
IT,ITALY,12430,1587810,46340,6277069
JP,JAPAN,117368,7204115,1640941,106096467
KR,"KOREA,REPUBLIC OF",16034,848812,2241105,112883601
MY,MALAYSIA,100160,5038284,1316264,56117110
PT,PORTUGAL,0,0,60,45888
SA,SAUDI ARABIA,0,0,519750,25973447
SG,SINGAPORE,800,128539,87000,4553364
ES,SPAIN,0,0,141,52616
TW,"TAIWAN, PROVINCE OF CHINA",47000,2431341,874644,54283173
TH,THAILAND,0,0,294000,17209115
GB,UNITED KINGDOM,0,0,615,207510
US,UNITED STATES,45925,5033230,337452,37903967
VN,VIETNAM,94660,1283515,463800,7181984
SUM,SUM,579002,33932800,9258631,532227828
