"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2014', 'Quantity')","('Sept 2014', 'CIF (Baht)')","('Jan - Sept 2014', 'Quantity')","('Jan - Sept 2014', 'CIF (Baht)')"
CN,CHINA,2943,567127,7883,1434287
FR,FRANCE,0,0,2,1376
HK,HONG KONG,3,1285,15,6257
IN,INDIA,0,0,436,24764
JP,JAPAN,1076,337256,5212,1719419
KR,"KOREA,REPUBLIC OF",0,0,2500,407785
MY,MALAYSIA,0,0,3,606
SG,SINGAPORE,0,0,8107,809166
TW,"TAIWAN, PROVINCE OF CHINA",0,0,51,56015
AE,UNITED ARAB EMIRATES,0,0,53,22313
SUM,SUM,4022,905668,24262,4481988
