"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2013', 'Quantity')","('Apr 2013', 'CIF (Baht)')","('Jan - Apr 2013', 'Quantity')","('Jan - Apr 2013', 'CIF (Baht)')"
AU,AUSTRALIA,8000,414679,8000,414679
AT,AUSTRIA,50,20236,6425,760947
BE,BELGIUM,144500,12473461,292297,24715139
BR,BRAZIL,171,82065,171,82065
CA,CANADA,50500,2354483,56507,3935261
CN,CHINA,321619,14702409,1207069,55579613
FI,FINLAND,50,53989,50,53989
FR,FRANCE,4750,712423,7850,1294361
DE,GERMANY,133698,11041193,331448,29553205
HK,HONG KONG,69,13459,495,63446
IN,INDIA,30,5673,30,5673
IT,ITALY,0,0,1200,897953
JP,JAPAN,193579,27651099,1106792,125939866
KR,"KOREA,REPUBLIC OF",441595,29605426,2536336,173627202
MY,MALAYSIA,40260,3068509,175943,13014572
NL,NETHERLANDS,2450,195881,3650,287777
NO,NORWAY,0,0,1,1398
PH,PHILIPPINES,0,0,8925,2204986
QA,QATAR,51000,2215503,255000,10848204
SA,SAUDI ARABIA,838800,37503997,3258050,142464237
SG,SINGAPORE,1229950,67674664,7533969,401328851
ES,SPAIN,0,0,22000,2106191
TW,"TAIWAN, PROVINCE OF CHINA",114600,6287560,569378,32019575
TH,THAILAND,0,0,8850,514556
AE,UNITED ARAB EMIRATES,99000,4256948,1114650,49217598
GB,UNITED KINGDOM,3000,622019,4375,870641
US,UNITED STATES,1383780,109453611,4504930,394563392
VN,VIETNAM,10050,834814,29150,2473344
VG,VIRGIN ISLANDS (BRITISH),0,0,137,141409
SUM,SUM,5071501,331244101,23043678,1468980130
