"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2018', 'Quantity')","('Aug 2018', 'CIF (Baht)')","('Jan - Aug 2018', 'Quantity')","('Jan - Aug 2018', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1106,233947
AT,AUSTRIA,0,0,646250,40634174
BE,BELGIUM,284625,18438836,781025,48686799
BR,BRAZIL,0,0,11143,1876215
CA,CANADA,0,0,4000,595338
CN,CHINA,126080,10760884,451891,40770657
FR,FRANCE,140850,8423593,1078500,59606162
DE,GERMANY,4565,537735,426006,32450093
HK,HONG KONG,0,5010,0,5010
IN,INDIA,11,1644,246,50103
ID,INDONESIA,3750,402786,46987,4798810
IT,ITALY,6875,697346,24750,2261880
JP,JAPAN,908965,67161415,6384700,454899233
KR,"KOREA,REPUBLIC OF",874276,47043746,6487120,321779071
MY,MALAYSIA,16506,800515,267353,12007050
NL,NETHERLANDS,196625,14581103,603737,42829955
NO,NORWAY,0,0,5,1720
SA,SAUDI ARABIA,470250,21326084,2524510,109865282
SG,SINGAPORE,4691575,237013653,34672322,1614240762
ES,SPAIN,0,0,10478,878964
SE,SWEDEN,0,0,108,175410
TW,"TAIWAN, PROVINCE OF CHINA",138900,6996714,1628789,77008507
AE,UNITED ARAB EMIRATES,156750,7018733,2221068,95756164
US,UNITED STATES,9800,1046911,252749,25323215
SUM,SUM,8030403,442256708,58524843,2986734521
