"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2016', 'Quantity')","('Apr 2016', 'CIF (Baht)')","('Jan - Apr 2016', 'Quantity')","('Jan - Apr 2016', 'CIF (Baht)')"
BE,BELGIUM,6875,428306,31625,1606670
CN,CHINA,7,198,2588,256151
JP,JAPAN,9600,974753,25335,2586328
KR,"KOREA,REPUBLIC OF",0,0,34000,1674863
MY,MALAYSIA,2,2091,20019,420557
SA,SAUDI ARABIA,21600,1055331,64800,3003859
TW,"TAIWAN, PROVINCE OF CHINA",0,0,4000,472527
AE,UNITED ARAB EMIRATES,0,0,24750,951799
US,UNITED STATES,110,160695,799,468099
VN,VIETNAM,1010,34873,1010,34873
SUM,SUM,39204,2656247,208926,11475726
