"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2023', 'Quantity')","('Mar 2023', 'CIF (Baht)')","('Jan - Mar 2023', 'Quantity')","('Jan - Mar 2023', 'CIF (Baht)')"
AT,AUSTRIA,22000,2501400,44000,5367780
BE,BELGIUM,48000,8034021,72000,12107835
CN,CHINA,243475,18715234,301450,23083278
FI,FINLAND,0,0,11000,847171
FR,FRANCE,17,13363,44,40789
DE,GERMANY,0,0,50000,4899775
IN,INDIA,6,10770,12,11463
IT,ITALY,0,0,81,33939
JP,JAPAN,3700,220068,6800,404938
KR,"KOREA,REPUBLIC OF",182500,13722267,499103,41904368
SE,SWEDEN,0,0,210000,24108952
AE,UNITED ARAB EMIRATES,49400,2113969,250900,10678851
GB,UNITED KINGDOM,20000,2829853,20000,2829853
US,UNITED STATES,124335,13085562,262889,24176199
SUM,SUM,693433,61246507,1728279,150495191
