"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2015', 'Quantity')","('Sept 2015', 'CIF (Baht)')","('Jan - Sept 2015', 'Quantity')","('Jan - Sept 2015', 'CIF (Baht)')"
AU,AUSTRALIA,1275,504749,97167,8608440
AT,AUSTRIA,0,0,225,21667
BE,BELGIUM,262375,15967897,1167696,65911925
BR,BRAZIL,0,0,180,37834
CN,CHINA,408660,26937989,5837094,364908531
FI,FINLAND,0,0,192500,12990589
FR,FRANCE,14000,1024812,236439,13461186
DE,GERMANY,14238,5891242,123243,30365232
HU,HUNGARY,0,0,36,17129
IN,INDIA,20475,650765,100372,4484565
ID,INDONESIA,12650,1730721,185129,21306700
IL,ISRAEL,19200,1648620,50406,4542184
IT,ITALY,165,46647,251285,16515810
JP,JAPAN,1395315,101567031,11526700,779278379
KP,KOREA DPR,0,0,78200,4231464
KR,"KOREA,REPUBLIC OF",1967114,107369563,15453125,841092038
KW,KUWAIT,0,0,24750,1122962
MY,MALAYSIA,403431,26681928,1180336,115340693
MA,MOROCCO,0,0,130,70395
NL,NETHERLANDS,0,0,890150,69112991
NZ,NEW ZEALAND,118,149924,338,329480
PH,PHILIPPINES,0,0,96005,4431546
RU,RUSSIAN FEDERATION,0,0,198000,8259404
SA,SAUDI ARABIA,2708460,105094803,27212445,1068433805
SG,SINGAPORE,2151355,122447360,13590166,777013937
SK,SLOVAKIA,10500,663434,26250,1604176
ZA,SOUTH AFRICA,0,0,99000,4090663
ES,SPAIN,0,0,56375,2752814
CH,SWITZERLAND,0,0,2,740
TW,"TAIWAN, PROVINCE OF CHINA",46450,2287155,1409225,58786438
TH,THAILAND,0,0,607910,28383967
TR,TÜRKIYE,10,366,1221,171914
AE,UNITED ARAB EMIRATES,684925,26941821,2293300,88504872
GB,UNITED KINGDOM,0,0,20153,2494957
US,UNITED STATES,561074,28099860,2912448,150975843
VN,VIETNAM,452,333025,54670,6925052
SUM,SUM,10682242,576039712,85972671,4556580322
