"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2019', 'Quantity')","('Nov 2019', 'CIF (Baht)')","('Jan - Nov 2019', 'Quantity')","('Jan - Nov 2019', 'CIF (Baht)')"
CA,CANADA,0,0,15000,2249163
CN,CHINA,153,11925,15806,7393673
DE,GERMANY,51,27120,4465,1013260
HK,HONG KONG,0,0,4,1167
IN,INDIA,1,343,2,386
IT,ITALY,0,0,2,1075
JP,JAPAN,17523,3037034,135038,24079197
KR,"KOREA,REPUBLIC OF",0,0,10800,1020005
MY,MALAYSIA,0,0,10,1811
NL,NETHERLANDS,0,0,500,90946
SG,SINGAPORE,3,672,18008,6596050
ZA,SOUTH AFRICA,2,302,3,489
SE,SWEDEN,0,0,0,32272
CH,SWITZERLAND,0,0,1,2131
TW,"TAIWAN, PROVINCE OF CHINA",0,0,1073,56918
TR,TÜRKIYE,0,0,30,961
GB,UNITED KINGDOM,1,573,233,123483
US,UNITED STATES,0,0,104271,3766503
VN,VIETNAM,0,0,46,7347
SUM,SUM,17734,3077969,305292,46436837
