"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2014', 'Quantity')","('Nov 2014', 'CIF (Baht)')","('Jan - Nov 2014', 'Quantity')","('Jan - Nov 2014', 'CIF (Baht)')"
BE,BELGIUM,63000,5905133,810058,58374505
BR,BRAZIL,100,67097,2200,382114
CA,CANADA,0,0,34000,2808109
CN,CHINA,4071,118747,267854,15085249
ET,ETHIOPIA,0,0,6,5000
FR,FRANCE,0,0,33075,3019118
DE,GERMANY,22000,2030797,86373,8289241
HK,HONG KONG,0,0,15950,1080777
IN,INDIA,0,0,100,173044
ID,INDONESIA,0,0,308,9856
IT,ITALY,22500,3290520,150445,21958179
JP,JAPAN,128415,9505846,1479860,110836157
KR,"KOREA,REPUBLIC OF",201400,11548122,2384573,147251254
MY,MALAYSIA,110990,4974179,1599206,72805162
NL,NETHERLANDS,0,0,2750,293198
SG,SINGAPORE,800,109359,121406,6920322
ES,SPAIN,0,0,29,6676
CH,SWITZERLAND,25,14853,25,17833
TW,"TAIWAN, PROVINCE OF CHINA",123500,9684864,1125609,74859384
TH,THAILAND,0,0,40647,2465512
TR,TÜRKIYE,0,0,290,32829
GB,UNITED KINGDOM,0,0,240,37752
US,UNITED STATES,14719,1339099,432503,51103264
VN,VIETNAM,88040,1467164,985064,16646678
SUM,SUM,779560,50055780,9572571,594461213
