"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2021', 'Quantity')","('Aug 2021', 'CIF (Baht)')","('Jan - Aug 2021', 'Quantity')","('Jan - Aug 2021', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,37300,567802
BE,BELGIUM,24750,1282158,74250,4012832
BR,BRAZIL,0,0,2750,259381
CN,CHINA,248,65719,50340,421075
ID,INDONESIA,0,0,60000,2452328
JP,JAPAN,19000,1234884,180326,10093550
KR,"KOREA,REPUBLIC OF",3400,321981,105550,9201318
QA,QATAR,76500,3599166,586500,23420780
SA,SAUDI ARABIA,297000,11144742,2602200,98957831
SG,SINGAPORE,0,0,1,126
ES,SPAIN,0,0,30,19522
CH,SWITZERLAND,0,0,0,709
TW,"TAIWAN, PROVINCE OF CHINA",0,0,444000,18314384
AE,UNITED ARAB EMIRATES,0,0,2750,134367
US,UNITED STATES,41000,2164597,41218,2243636
SUM,SUM,461898,19813247,4187215,170099641
