"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2021', 'Quantity')","('Nov 2021', 'CIF (Baht)')","('Jan - Nov 2021', 'Quantity')","('Jan - Nov 2021', 'CIF (Baht)')"
CN,CHINA,4,2983,16591,1286322
FR,FRANCE,0,0,14500,2905705
HK,HONG KONG,200,38206,200,38206
IN,INDIA,0,0,1,65
IL,ISRAEL,0,0,96000,6892661
IT,ITALY,0,0,1,37689
JP,JAPAN,35957,5005807,415845,56093755
KR,"KOREA,REPUBLIC OF",96000,4376545,1680800,81795645
MX,MEXICO,0,0,734,33375
OM,OMAN,0,0,24750,943243
QA,QATAR,0,0,51000,2438185
SG,SINGAPORE,12100,976647,121600,7641175
TW,"TAIWAN, PROVINCE OF CHINA",0,0,100,25456
GB,UNITED KINGDOM,0,0,21517,5154901
US,UNITED STATES,0,0,2304,172161
SUM,SUM,144261,10400188,2445943,165458544
