"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2019', 'Quantity')","('Dec 2019', 'CIF (Baht)')","('Jan - Dec 2019', 'Quantity')","('Jan - Dec 2019', 'CIF (Baht)')"
CA,CANADA,0,0,15000,2249163
CN,CHINA,10000,1191974,25806,8585647
DE,GERMANY,0,0,4465,1013260
HK,HONG KONG,0,0,4,1167
IN,INDIA,0,0,2,386
IT,ITALY,0,0,2,1075
JP,JAPAN,3072,471550,138110,24550747
KR,"KOREA,REPUBLIC OF",0,0,10800,1020005
MY,MALAYSIA,0,0,10,1811
NL,NETHERLANDS,0,0,500,90946
SG,SINGAPORE,0,0,18008,6596050
ZA,SOUTH AFRICA,0,0,3,489
SE,SWEDEN,0,0,0,32272
CH,SWITZERLAND,0,0,1,2131
TW,"TAIWAN, PROVINCE OF CHINA",141,9488,1214,66406
TR,TÜRKIYE,0,0,30,961
GB,UNITED KINGDOM,0,0,233,123483
US,UNITED STATES,0,0,104271,3766503
VN,VIETNAM,11,1746,57,9093
SUM,SUM,13224,1674758,318516,48111595
