"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2014', 'Quantity')","('Nov 2014', 'CIF (Baht)')","('Jan - Nov 2014', 'Quantity')","('Jan - Nov 2014', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,8740,852448
AT,AUSTRIA,6050,666712,65850,5922235
BE,BELGIUM,24700,1670507,291916,22208823
CA,CANADA,10350,1486528,855408,48786725
CN,CHINA,197856,10857206,3954077,187402945
DK,DENMARK,0,0,1,11308
FI,FINLAND,0,0,49500,3315974
FR,FRANCE,450,318905,17250,2713218
DE,GERMANY,129790,10133917,1010083,83357771
GR,GREECE,0,0,1375,140165
HK,HONG KONG,22,80977,79141,1307388
IN,INDIA,0,0,42661,3648154
ID,INDONESIA,400,28016,433,36485
IT,ITALY,1000,140950,5152,1257928
JP,JAPAN,472892,51204568,4226818,470366848
KR,"KOREA,REPUBLIC OF",177640,11453262,2098737,144553424
LU,LUXEMBOURG,0,0,415,86059
MY,MALAYSIA,6500,980761,395966,32062801
NL,NETHERLANDS,0,0,59425,5180816
PH,PHILIPPINES,0,0,2250,147463
QA,QATAR,408000,21007102,2735000,140148829
SA,SAUDI ARABIA,198000,9738108,5267630,270252200
SG,SINGAPORE,1412175,84396804,18803829,1110139314
ES,SPAIN,0,0,195250,9624307
LK,SRI LANKA,0,0,1,146
SE,SWEDEN,0,0,80000,3892504
CH,SWITZERLAND,0,0,0,3776
TW,"TAIWAN, PROVINCE OF CHINA",69944,6374562,1107882,72164996
TH,THAILAND,1500,188817,16250,2142979
AE,UNITED ARAB EMIRATES,297000,15478054,3430654,184247675
GB,UNITED KINGDOM,0,0,7325,1547514
US,UNITED STATES,759079,59431445,11600763,934789417
VN,VIETNAM,1580,163795,115305,9843371
SUM,SUM,4174928,285800996,56525087,3752156006
