"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2021', 'Quantity')","('Jul 2021', 'CIF (Baht)')","('Jan - Jul 2021', 'Quantity')","('Jan - Jul 2021', 'CIF (Baht)')"
AT,AUSTRIA,0,0,10395,755405
BE,BELGIUM,51180,2899365,387967,18944380
BR,BRAZIL,0,0,49500,1660797
CN,CHINA,306366,19323847,3008438,184908198
FI,FINLAND,46750,3998917,163625,10842932
DE,GERMANY,47750,3370030,136506,8914936
HK,HONG KONG,0,0,10,2880
HU,HUNGARY,0,0,2750,198459
IN,INDIA,477629,20453625,481630,20859046
ID,INDONESIA,12200,1038484,134242,10395561
IL,ISRAEL,0,0,108020,8521794
JP,JAPAN,471172,31163798,3041932,187743977
KR,"KOREA,REPUBLIC OF",893010,43057066,8285850,361568232
MY,MALAYSIA,59277,5289573,461476,35091604
NO,NORWAY,5,1150,5,1150
OM,OMAN,497200,19643706,2056450,78497319
SA,SAUDI ARABIA,1787250,73717885,13924000,552125109
SG,SINGAPORE,544606,25307573,5315969,247936140
ZA,SOUTH AFRICA,25070,1071237,101579,4758111
ES,SPAIN,400,48749,37925,3137277
TW,"TAIWAN, PROVINCE OF CHINA",170200,11213750,890425,49616733
TH,THAILAND,0,0,403650,17747949
AE,UNITED ARAB EMIRATES,211125,9954785,1104000,48440603
GB,UNITED KINGDOM,0,0,100,25407
US,UNITED STATES,0,0,1420714,65748039
VN,VIETNAM,99000,4019267,801801,34052438
SUM,SUM,5700190,275572807,42328959,1952494476
